"symbol","total_prices","stock_from_date","stock_to_date","total_earnings","earnings_from_date","earnings_to_date"
"SZC","1723","2012-09-26","2019-08-02","0","NULL","NULL"
"T","5431","1998-01-02","2019-08-02","41","2009-07-23","2019-07-24"
"TA","3150","2007-02-01","2019-08-06","42","2009-05-11","2019-08-05"
"TAC","4530","2001-07-31","2019-08-02","41","2009-07-30","2019-08-09"
"TACO","1404","2014-01-08","2019-08-06","16","2015-07-27","2019-07-29"
"TACOW","1101","2014-10-22","2019-07-24","0","NULL","NULL"
"TACT","5433","1998-01-02","2019-08-06","41","2009-05-07","2019-05-07"
"TAHO","2131","2010-09-23","2019-03-18","25","2012-11-14","2018-11-06"
"TAIT","5433","1998-01-02","2019-08-06","30","2011-08-15","2018-11-14"
"TAK","2710","2008-10-27","2019-08-13","2","2019-02-01","2019-05-14"
"TAL","2211","2010-10-20","2019-08-02","33","2014-01-22","2019-07-25"
"TALO","317","2018-05-10","2019-08-13","3","2019-03-13","2019-08-07"
"TANH","1101","2015-03-24","2019-08-06","0","NULL","NULL"
"TANNI","1647","2013-01-22","2019-08-06","0","NULL","NULL"
"TANNL","1164","2014-12-19","2019-08-06","0","NULL","NULL"
"TANNZ","962","2015-10-09","2019-08-06","0","NULL","NULL"
"TAOP","3251","2006-09-12","2019-08-13","0","NULL","NULL"
"TAP","5431","1998-01-02","2019-08-02","42","2009-05-05","2019-07-31"
"TAP.A","2365","2006-02-27","2015-07-20","0","NULL","NULL"
"TAPR","1273","2014-07-15","2019-08-06","0","NULL","NULL"
"TARO","5431","1998-01-02","2019-08-02","30","2012-05-24","2019-08-08"
"TAST","3180","2006-12-15","2019-08-06","42","2009-05-04","2019-08-08"
"TAT","3108","2007-04-09","2019-08-09","33","2010-08-10","2018-11-14"
"TATT","5431","1998-01-02","2019-08-06","34","2010-03-15","2018-11-28"
"TAX","1633","2012-07-02","2019-07-26","0","NULL","NULL"
"TAYD","5433","1998-01-02","2019-08-06","39","2009-08-28","2019-01-04"
"TBB","437","2017-11-06","2019-08-02","0","NULL","NULL"
"TBBK","3904","2004-02-03","2019-08-06","39","2009-07-23","2019-07-25"
"TBC","255","2018-08-08","2019-08-13","0","NULL","NULL"
"TBI","5431","1998-01-02","2019-08-02","41","2009-07-22","2019-07-29"
"TBIO","283","2018-06-28","2019-08-13","3","2019-02-14","2019-07-31"
"TBK","1193","2014-11-07","2019-08-06","19","2015-03-04","2019-07-17"
"TBLT","174","2018-12-03","2019-08-13","0","NULL","NULL"
"TBLTU","187","2018-11-13","2019-08-13","0","NULL","NULL"
"TBLTW","167","2018-12-03","2019-08-13","0","NULL","NULL"
"TBNK","2535","2009-07-13","2019-08-06","39","2010-02-05","2019-07-25"
"TBPH","1315","2014-05-16","2019-08-06","21","2014-08-13","2019-07-31"
"TBRG","261","2018-07-17","2019-07-31","0","NULL","NULL"
"TBRGU","266","2018-06-19","2019-07-11","0","NULL","NULL"
"TBRGW","258","2018-07-17","2019-07-31","0","NULL","NULL"
"TC","2600","2006-06-08","2019-08-13","10","2014-02-20","2019-05-17"
"TCAP","2873","2007-02-22","2018-07-19","0","NULL","NULL"
"TCBI","4022","2003-08-14","2019-08-06","41","2009-07-22","2019-07-17"
"TCBIL","1723","2012-09-28","2019-08-06","0","NULL","NULL"
"TCBIP","1604","2013-03-25","2019-08-06","0","NULL","NULL"
"TCBIW","2096","2010-03-12","2018-07-19","0","NULL","NULL"
"TCBK","5433","1998-01-02","2019-08-06","41","2009-07-28","2019-07-25"
"TCCA","1443","2012-10-23","2018-07-19","0","NULL","NULL"
"TCCB","839","2015-02-10","2018-06-08","0","NULL","NULL"
"TCCO","5433","1998-01-02","2019-08-06","38","2009-07-31","2018-12-10"
"TCDA","283","2018-06-28","2019-08-13","4","2019-02-14","2019-08-08"
"TCF","5430","1998-01-02","2019-08-02","23","2014-01-29","2019-07-25"
"TCFC","4390","2002-02-28","2019-08-06","23","2014-01-24","2019-07-24"
"TCGP","481","2017-09-07","2019-08-06","0","NULL","NULL"
"TCI","5431","1998-01-02","2019-08-02","36","2009-05-15","2018-11-13"
"TCMD","761","2016-07-28","2019-08-06","13","2016-09-07","2019-08-05"
"TCO","5425","1998-01-02","2019-08-02","41","2009-07-23","2019-07-25"
"TCON","1137","2015-01-30","2019-08-06","18","2015-05-13","2019-08-07"
"TCP","5081","1999-05-25","2019-08-02","31","2012-02-16","2019-08-01"
"TCPC","1846","2012-04-04","2019-08-06","30","2012-05-14","2019-08-08"
"TCRD","2339","2010-04-22","2019-08-06","36","2010-11-09","2019-08-08"
"TCRR","120","2019-02-14","2019-08-06","2","2019-05-13","2019-08-08"
"TCRW","211","2018-10-09","2019-08-12","0","NULL","NULL"
"TCRX","995","2014-11-24","2019-02-26","0","NULL","NULL"
"TCRZ","911","2015-12-16","2019-08-02","0","NULL","NULL"
"TCS","1447","2013-11-01","2019-08-02","23","2014-01-07","2019-07-30"
"TCX","5433","1998-01-02","2019-08-06","41","2009-05-13","2019-08-07"
"TD","5431","1998-01-02","2019-08-02","39","2009-12-03","2019-05-23"
"TDA","1677","2012-12-04","2019-08-02","0","NULL","NULL"
"TDAC","292","2018-06-13","2019-08-13","0","NULL","NULL"
"TDACU","296","2018-05-30","2019-08-12","0","NULL","NULL"
"TDACW","165","2018-06-13","2019-08-12","0","NULL","NULL"
"TDC","2981","2007-10-01","2019-08-02","42","2009-05-07","2019-08-01"
"TDE","2072","2011-05-10","2019-08-02","0","NULL","NULL"
"TDF","5431","1998-01-02","2019-08-02","0","NULL","NULL"
"TDG","3370","2006-03-15","2019-08-02","42","2009-05-05","2019-08-06"
"TDI","3603","2005-04-12","2019-08-02","0","NULL","NULL"
"TDIV","1755","2012-08-14","2019-08-06","0","NULL","NULL"
"TDJ","2102","2011-03-28","2019-08-02","0","NULL","NULL"
"TDOC","1030","2015-07-01","2019-08-02","17","2015-08-12","2019-07-31"
"TDS","5431","1998-01-02","2019-08-02","42","2009-05-06","2019-08-01"
"TDW","5431","1998-01-02","2019-08-02","22","2014-02-04","2019-08-09"
"TDY","4954","1999-11-23","2019-08-02","41","2009-07-23","2019-07-24"
"TEAF","96","2019-03-27","2019-08-12","0","NULL","NULL"
"TEAM","919","2015-12-10","2019-08-06","15","2016-02-04","2019-07-25"
"TECD","5433","1998-01-02","2019-08-06","38","2009-05-21","2019-05-30"
"TECH","5433","1998-01-02","2019-08-06","41","2009-08-04","2019-08-06"
"TECK","4291","2002-07-18","2019-08-02","23","2014-02-13","2019-07-25"
"TECTP","50","2019-05-30","2019-08-08","0","NULL","NULL"
"TEDU","1345","2014-04-03","2019-08-06","20","2014-05-19","2019-03-11"
"TEF","5431","1998-01-02","2019-08-02","37","2009-05-13","2018-10-31"
"TEGP","779","2015-05-07","2018-06-08","0","NULL","NULL"
"TEI","5431","1998-01-02","2019-08-02","0","NULL","NULL"
"TEL","3056","2007-06-14","2019-08-02","41","2009-07-29","2019-07-24"
"TELL","5433","1998-01-02","2019-08-06","18","2014-02-14","2019-08-07"
"TEN","5431","1998-01-02","2019-08-02","42","2009-07-30","2019-08-06"
"TENB","264","2018-07-26","2019-08-13","3","2019-02-05","2019-07-30"
"TENX","5433","1998-01-02","2019-08-06","10","2014-12-17","2019-08-14"
"TEO","5431","1998-01-02","2019-08-02","37","2009-05-07","2019-08-13"
"TEP","1295","2013-05-14","2018-07-18","0","NULL","NULL"
"TER","5431","1998-01-02","2019-08-02","41","2009-07-29","2019-07-23"
"TERP","1272","2014-07-18","2019-08-06","22","2014-11-05","2019-08-09"
"TESS","5433","1998-01-02","2019-08-06","41","2009-07-21","2019-07-22"
"TEUM","4680","2001-01-02","2019-08-09","12","2016-11-14","2019-08-06"
"TEVA","5431","1998-01-02","2019-08-02","43","2009-05-05","2019-08-07"
"TEX","5431","1998-01-02","2019-08-02","42","2009-07-22","2019-07-29"
"TFSL","3095","2007-04-23","2019-08-06","42","2009-05-06","2019-07-30"
"TFX","5431","1998-01-02","2019-08-02","41","2009-07-27","2019-08-01"
"TG","5431","1998-01-02","2019-08-02","39","2009-05-06","2018-11-08"
"TGA","5433","1998-01-02","2019-08-06","39","2009-05-07","2018-11-08"
"TGB","5436","1998-01-02","2019-08-09","42","2009-05-13","2019-08-07"
"TGC","5188","1998-12-28","2019-08-09","39","2009-05-11","2018-11-14"
"TGE","1075","2015-05-07","2019-08-13","17","2014-02-24","2019-07-25"
"TGEN","1313","2014-05-20","2019-08-06","21","2014-08-14","2019-08-13"
"TGH","2974","2007-10-10","2019-08-02","42","2009-05-06","2019-08-06"
"TGI","5431","1998-01-02","2019-08-02","41","2009-07-29","2019-07-31"
"TGLS","1821","2012-05-10","2019-08-06","22","2014-05-16","2019-08-09"
"TGNA","5431","1998-01-02","2019-08-02","23","2014-02-04","2019-08-06"
"TGP","3586","2005-05-05","2019-08-02","37","2009-09-03","2019-05-23"
"TGS","5431","1998-01-02","2019-08-02","34","2010-02-04","2019-03-08"
"TGT","5431","1998-01-02","2019-08-02","42","2009-05-20","2019-08-21"
"TGTX","3172","2006-12-28","2019-08-06","28","2012-11-08","2019-08-09"
"TH","1437","2013-07-25","2019-08-06","1","2019-08-13","2019-08-13"
"THC","5431","1998-01-02","2019-08-02","42","2009-05-05","2019-08-05"
"THCB","96","2019-03-27","2019-08-12","0","NULL","NULL"
"THCBU","108","2019-03-05","2019-08-06","0","NULL","NULL"
"THCBW","76","2019-03-27","2019-08-12","0","NULL","NULL"
"THFF","5433","1998-01-02","2019-08-06","41","2009-08-03","2019-07-23"
"THG","5431","1998-01-02","2019-08-02","42","2009-05-07","2019-07-31"
"THGA","1598","2013-04-01","2019-08-02","0","NULL","NULL"
"THM","3092","2007-05-01","2019-08-09","27","2012-05-11","2018-11-02"
"THO","5431","1998-01-02","2019-08-02","41","2009-06-10","2019-06-10"
"THOR","4643","1998-01-02","2019-08-13","10","2014-02-04","2019-08-01"
"THQ","1263","2014-07-29","2019-08-02","0","NULL","NULL"
"THR","2075","2011-05-05","2019-08-02","34","2011-06-02","2019-08-08"
"THRM","5433","1998-01-02","2019-08-06","29","2012-08-02","2019-07-25"
"THS","3549","2005-06-28","2019-08-02","42","2009-05-07","2019-08-01"
"THST","1543","2013-06-20","2019-08-06","18","2013-11-06","2018-11-20"
"THW","1033","2015-06-26","2019-08-02","0","NULL","NULL"
"THWWW","178","2018-03-12","2019-08-05","0","NULL","NULL"
"TI","3980","2003-10-09","2019-08-01","13","2009-05-07","2017-10-13"
"TIBR","337","2018-04-10","2019-08-13","0","NULL","NULL"
"TIBRU","346","2018-03-16","2019-08-12","0","NULL","NULL"
"TIBRW","164","2018-04-10","2019-08-07","0","NULL","NULL"
"TICC","3606","2003-11-24","2018-03-22","0","NULL","NULL"
"TICCL","235","2017-04-17","2018-03-22","0","NULL","NULL"
"TIER","981","2015-07-23","2019-06-14","16","2015-08-05","2019-05-09"
"TIF","5431","1998-01-02","2019-08-02","41","2009-05-29","2019-06-04"
"TIG","409","2016-12-15","2018-08-03","0","NULL","NULL"
"TIGO","2038","2011-05-31","2019-08-13","4","2019-02-07","2019-07-18"
"TIGR","5027","1998-01-02","2019-08-06","0","NULL","NULL"
"TIK","5065","1999-06-11","2019-07-29","36","2009-11-16","2018-11-19"
"TIL","1002","2014-05-20","2019-05-06","0","NULL","NULL"
"TILE","5433","1998-01-02","2019-08-06","27","2013-02-14","2019-07-25"
"TIME","934","2014-05-21","2018-03-09","0","NULL","NULL"
"TIPT","2216","2010-10-15","2019-08-06","20","2013-08-13","2018-11-05"
"TIS","3453","2005-07-15","2019-07-29","38","2009-07-29","2018-11-14"
"TISA","5370","1998-01-02","2019-06-28","36","2009-05-13","2018-05-17"
"TISI","5431","1998-01-02","2019-08-02","41","2009-08-04","2019-08-06"
"TITN","2931","2007-12-13","2019-08-06","41","2009-06-09","2019-05-30"
"TIVO","5433","1998-01-02","2019-08-06","34","2014-02-12","2019-07-31"
"TJX","5431","1998-01-02","2019-08-02","42","2009-05-19","2019-08-20"
"TK","5431","1998-01-02","2019-08-02","41","2009-07-28","2019-05-23"
"TKAT","931","2015-11-25","2019-08-09","12","2016-02-18","2018-11-19"
"TKC","4796","2000-07-11","2019-08-02","40","2009-05-13","2019-07-31"
"TKKS","225","2018-09-12","2019-08-13","0","NULL","NULL"
"TKKSR","112","2018-09-12","2019-08-12","0","NULL","NULL"
"TKKSU","244","2018-08-16","2019-08-12","0","NULL","NULL"
"TKKSW","112","2018-09-12","2019-08-12","0","NULL","NULL"
"TKR","5431","1998-01-02","2019-08-02","41","2009-07-29","2019-07-31"
"TLC","181","2018-11-21","2019-08-13","1","2019-05-29","2019-05-29"
"TLF","5433","1998-01-02","2019-08-06","40","2009-05-07","2019-03-06"
"TLGT","951","2015-10-26","2019-08-06","23","2014-02-27","2019-08-05"
"TLI","5207","1998-11-20","2019-08-02","0","NULL","NULL"
"TLK","4927","2000-01-03","2019-08-02","25","2011-07-29","2018-10-29"
"TLND","760","2016-07-29","2019-08-06","13","2016-08-25","2019-08-07"
"TLP","3462","2005-05-25","2019-02-26","39","2009-05-07","2018-11-08"
"TLRA","1275","2013-06-27","2018-07-19","19","2014-02-13","2019-08-06"
"TLRD","902","2016-01-04","2019-08-02","22","2014-03-11","2019-06-12"
"TLRY","269","2018-07-19","2019-08-13","4","2019-02-12","2019-08-13"
"TLSA","182","2018-11-20","2019-08-13","0","NULL","NULL"
"TLT","4287","2002-07-26","2019-08-06","0","NULL","NULL"
"TLYS","1823","2012-05-04","2019-08-02","29","2012-05-30","2019-05-29"
"TM","5431","1998-01-02","2019-08-02","37","2009-05-08","2019-02-06"
"TMCX","300","2018-05-31","2019-08-13","0","NULL","NULL"
"TMCXU","176","2018-05-15","2019-08-13","0","NULL","NULL"
"TMCXW","224","2018-05-31","2019-08-13","0","NULL","NULL"
"TMDI","2550","2009-06-26","2019-08-13","1","2019-02-13","2019-02-13"
"TMDX","69","2019-05-02","2019-08-08","1","2019-06-11","2019-06-11"
"TME","168","2018-12-12","2019-08-13","3","2019-03-19","2019-08-12"
"TMHC","1591","2013-04-10","2019-08-02","26","2013-05-15","2019-07-31"
"TMK","5431","1998-01-02","2019-08-02","41","2009-07-27","2019-07-24"
"TMO","5431","1998-01-02","2019-08-02","41","2009-07-23","2019-07-24"
"TMP","5436","1998-01-02","2019-08-09","42","2009-07-22","2019-07-22"
"TMQ","1835","2012-04-25","2019-08-09","21","2014-01-30","2019-07-09"
"TMSR","911","2015-12-29","2019-08-13","3","2016-08-15","2017-11-14"
"TMST","1290","2014-06-19","2019-08-02","21","2014-07-31","2019-08-01"
"TMUS","3097","2007-04-19","2019-08-06","25","2013-08-08","2019-07-25"
"TNAV","2324","2010-05-13","2019-08-06","37","2010-07-29","2019-08-08"
"TNC","5431","1998-01-02","2019-08-02","42","2009-05-07","2019-07-31"
"TNDM","1440","2013-11-14","2019-08-06","23","2014-03-06","2019-08-01"
"TNET","1348","2014-03-27","2019-08-02","22","2014-05-05","2019-07-25"
"TNH","4590","2000-01-03","2018-04-02","0","NULL","NULL"
"TNK","2929","2007-12-13","2019-08-02","42","2009-07-23","2019-08-01"
"TNP","4385","2002-03-05","2019-08-02","41","2009-05-18","2019-06-06"
"TNTR","266","2017-06-30","2019-06-28","0","NULL","NULL"
"TNXP","1821","2012-05-10","2019-08-06","23","2014-03-31","2019-08-12"
"TOCA","582","2017-04-13","2019-08-06","10","2017-05-23","2019-08-08"
"TOL","5431","1998-01-02","2019-08-02","42","2009-06-03","2019-08-20"
"TOO","3179","2006-12-14","2019-08-02","37","2010-03-04","2019-04-30"
"TOPS","3780","2004-08-02","2019-08-06","13","2009-06-05","2015-04-29"
"TORC","389","2018-01-26","2019-08-13","3","2019-03-18","2019-08-14"
"TORM","5432","1998-01-02","2019-08-09","39","2009-05-12","2019-01-03"
"TOT","5431","1998-01-02","2019-08-02","41","2009-07-31","2019-07-25"
"TOTA","217","2018-08-27","2019-08-12","0","NULL","NULL"
"TOTAR","30","2018-08-27","2019-08-07","0","NULL","NULL"
"TOTAU","248","2018-08-02","2019-08-12","0","NULL","NULL"
"TOTAW","50","2018-08-27","2019-08-12","0","NULL","NULL"
"TOUR","1321","2014-05-09","2019-08-07","19","2014-08-12","2019-05-23"
"TOWN","5098","1999-05-05","2019-08-07","41","2009-07-23","2019-07-25"
"TOWR","2214","2010-10-15","2019-08-02","35","2010-11-11","2019-05-02"
"TPB","813","2016-05-11","2019-08-02","15","2016-06-15","2019-07-31"
"TPC","5431","1998-01-02","2019-08-02","41","2009-08-06","2019-08-08"
"TPCO","1273","2014-07-24","2019-08-13","9","2016-08-03","2019-08-07"
"TPGE","220","2017-09-05","2018-07-19","0","NULL","NULL"
"TPGH","475","2017-08-24","2019-08-02","0","NULL","NULL"
"TPH","1638","2013-01-31","2019-08-02","25","2013-08-13","2019-07-25"
"TPHS","1728","2012-09-26","2019-08-09","9","2016-01-07","2018-11-07"
"TPIC","766","2016-07-22","2019-08-07","13","2016-08-10","2019-08-07"
"TPIV","1274","2013-09-26","2018-10-17","0","NULL","NULL"
"TPL","5431","1998-01-02","2019-08-02","39","2009-07-30","2019-01-31"
"TPNL","3354","1998-06-29","2019-07-31","14","2014-03-31","2019-03-11"
"TPR","4734","2000-10-06","2019-08-02","23","2014-01-22","2019-08-15"
"TPRE","1502","2013-08-15","2019-08-02","24","2013-11-12","2019-08-07"
"TPTX","81","2019-04-17","2019-08-12","2","2019-05-31","2019-08-06"
"TPVG","1363","2014-03-06","2019-08-02","20","2014-10-27","2019-07-31"
"TPVY","514","2017-07-19","2019-08-02","0","NULL","NULL"
"TPX","3932","2003-12-18","2019-08-02","41","2009-07-16","2019-07-25"
"TPZ","2521","2009-07-29","2019-08-02","0","NULL","NULL"
"TQQQ","2388","2010-02-11","2019-08-07","0","NULL","NULL"
"TR","5431","1998-01-02","2019-08-02","35","2009-08-13","2018-10-23"
"TRC","5431","1998-01-02","2019-08-02","39","2009-05-05","2018-11-06"
"TRCB","3354","2006-04-11","2019-08-07","26","2013-07-22","2019-07-23"
"TRCH","2201","2010-11-08","2019-08-07","23","2013-08-16","2019-08-09"
"TRCO","1655","2013-01-07","2019-08-02","19","2015-03-06","2019-08-09"
"TREC","3275","2006-07-31","2019-08-02","21","2014-07-31","2019-08-05"
"TREE","2766","2008-08-12","2019-08-07","42","2009-05-01","2019-07-25"
"TREX","5114","1999-04-08","2019-08-02","40","2010-02-26","2019-07-29"
"TRGP","2178","2010-12-07","2019-08-02","34","2011-02-24","2019-08-08"
"TRHC","718","2016-09-29","2019-08-07","12","2016-11-09","2019-08-08"
"TRI","4316","2002-06-12","2019-08-02","42","2009-05-07","2019-08-01"
"TRIB","5434","1998-01-02","2019-08-07","40","2009-07-23","2019-05-07"
"TRIL","3615","2005-03-23","2019-08-07","20","2015-03-24","2019-08-13"
"TRIP","1928","2011-12-07","2019-08-07","31","2012-02-08","2019-08-07"
"TRK","5431","1998-01-02","2019-08-02","42","2009-05-06","2019-07-31"
"TRMB","5434","1998-01-02","2019-08-07","41","2009-07-28","2019-07-31"
"TRMK","5434","1998-01-02","2019-08-07","41","2009-07-28","2019-07-23"
"TRMT","477","2017-09-14","2019-08-07","6","2018-02-22","2019-08-06"
"TRN","5431","1998-01-02","2019-08-02","41","2009-07-29","2019-07-24"
"TRNC","1062","2014-07-24","2018-10-09","0","NULL","NULL"
"TRNE","68","2019-05-03","2019-08-08","0","NULL","NULL"
"TRNO","2386","2010-02-10","2019-08-02","29","2012-08-07","2019-07-31"
"TRNS","5434","1998-01-02","2019-08-07","42","2009-05-20","2019-07-23"
"TRNX","2721","2008-10-14","2019-08-06","2","2019-02-27","2019-05-20"
"TROV","3785","2004-07-27","2019-08-07","28","2012-11-14","2019-08-08"
"TROW","5434","1998-01-02","2019-08-07","41","2009-07-24","2019-07-24"
"TROX","2182","2010-12-01","2019-08-02","34","2011-08-18","2019-08-07"
"TRP","5431","1998-01-02","2019-08-02","42","2009-05-01","2019-08-01"
"TRPX","599","2017-03-22","2019-08-07","4","2017-08-10","2018-12-03"
"TRQ","3953","2003-11-18","2019-08-02","29","2012-08-14","2019-07-31"
"TRS","3077","2007-05-18","2019-08-07","42","2009-05-06","2019-07-30"
"TRST","5434","1998-01-02","2019-08-07","36","2009-10-20","2019-07-22"
"TRT","5436","1998-01-02","2019-08-09","39","2009-05-14","2018-11-13"
"TRTN","3475","2005-10-12","2019-08-02","12","2016-11-10","2019-07-25"
"TRTX","513","2017-07-20","2019-08-02","10","2017-08-24","2019-07-29"
"TRU","1034","2015-06-25","2019-08-02","17","2015-07-28","2019-07-23"
"TRUE","4847","2000-05-02","2019-08-07","21","2014-08-07","2019-08-08"
"TRUP","1273","2014-07-18","2019-08-07","21","2014-08-28","2019-07-30"
"TRV","5431","1998-01-02","2019-08-02","41","2009-07-30","2019-07-23"
"TRVG","663","2016-12-16","2019-08-07","10","2017-05-15","2019-07-24"
"TRVI","66","2019-05-07","2019-08-08","0","NULL","NULL"
"TRVN","1389","2014-01-31","2019-08-07","22","2014-05-09","2019-08-07"
"TRWH","94","2019-03-29","2019-08-12","2","2019-05-14","2019-08-12"
"TRX","3586","2005-05-12","2019-08-09","31","2011-07-15","2019-01-11"
"TRXC","5436","1998-01-02","2019-08-09","21","2014-03-05","2019-08-07"
"TS","4186","2002-12-16","2019-08-02","42","2009-05-06","2019-07-31"
"TSBK","5427","1998-01-13","2019-08-07","40","2009-04-30","2019-01-22"
"TSC","1573","2013-05-09","2019-08-07","25","2013-07-24","2019-07-17"
"TSCAP","355","2018-03-16","2019-08-13","0","NULL","NULL"
"TSCBP","55","2019-05-22","2019-08-08","0","NULL","NULL"
"TSCO","5434","1998-01-02","2019-08-07","41","2009-07-22","2019-07-25"
"TSE","1295","2014-06-12","2019-08-02","21","2014-08-06","2019-08-08"
"TSEM","5434","1998-01-02","2019-08-07","41","2009-05-14","2019-07-29"
"TSG","2217","2010-10-15","2019-08-07","17","2015-08-13","2019-08-12"
"TSI","5431","1998-01-02","2019-08-02","0","NULL","NULL"
"TSLA","2293","2010-06-29","2019-08-07","37","2010-08-04","2019-07-24"
"TSLF","1477","2013-09-20","2019-08-02","0","NULL","NULL"
"TSLX","1352","2014-03-21","2019-08-02","22","2014-05-08","2019-07-31"
"TSM","5431","1998-01-02","2019-08-02","39","2009-07-30","2019-07-25"
"TSN","5431","1998-01-02","2019-08-02","42","2009-05-04","2019-08-05"
"TSQ","1266","2014-07-24","2019-08-02","21","2014-08-07","2019-08-06"
"TSRI","5434","1998-01-02","2019-08-07","39","2009-08-13","2019-01-11"
"TSRO","1650","2012-06-28","2019-01-18","0","NULL","NULL"
"TSS","5431","1998-01-02","2019-08-02","41","2009-07-28","2019-07-31"
"TST","5094","1999-05-11","2019-08-07","34","2011-03-10","2019-05-14"
